occCode,majorOccCodeGroup,minorOccCodeGroup,broadOccCodeGroup,majorOccNameGroup,occupation,end_0000,end_000,end_00,end_0,hourlyMean,hourlyMed,salaryMean,salaryMed,totEmp,wageSalEmp,selfEmp,f_total,f_violence,f_trans,f_fireExp,f_fallSlipTrip,f_exposure,f_contact,f_allOther,nf_total,nf_violence,nf_violence_intent,nf_violence_unintent,nf_violence_animal,nf_trans,nf_trans_roadway,nf_fireExp,nf_fallSlipTrip,nf_fallSlipTrip_lowLevel,nf_fallSlipTrip_sameLevel,nf_fallSlipTrip_noFall,nf_exposure,nf_contact,nf_contact_struckBy,nf_contact_struckAgainst,nf_contact_caughtCompCrush,nf_overextertion,nf_overextertion_liftLowering,nf_overextertion_repetition,nf_allOther,,
53-1031,53-0000,53-1000,53-1030,Transportation and Material Moving Occupations,                    Supervisors of transportation and material-moving machine and vehicle operators,FALSE,FALSE,FALSE,FALSE,28.75,27.54,59800,57270,204200,203800,400,10,3,4,0,1,0,0,2,880,0,0,0,0,90,60,0,330,60,180,80,20,220,110,50,50,190,40,0,20,TRUE,TRUE
51-9020,51-0000,51-9000,51-9020,Production Occupations,"               Crushing, grinding, polishing, mixing, and blending workers",FALSE,FALSE,FALSE,TRUE,17.51,16.56,36410,34440,187700,187200,500,5,0,1,0,0,0,3,1,1120,0,0,0,0,20,0,0,210,70,80,50,130,430,140,90,100,340,110,50,0,FALSE,TRUE
49-1010,49-0000,49-1000,49-1010,"Installation, Maintainance and Repair Occupations","               Supervisors of mechanics, installers, and repairers",FALSE,FALSE,FALSE,TRUE,32.08,30.55,66730,63540,462200,461700,500,44,16,4,0,8,4,11,1,3380,20,0,0,20,90,80,0,500,180,220,80,130,1630,880,80,90,1000,250,0,0,FALSE,TRUE
49-1011,49-0000,49-1000,49-1010,"Installation, Maintainance and Repair Occupations","                    Supervisors of mechanics, installers, and repairers",FALSE,FALSE,FALSE,FALSE,32.08,30.55,66730,63540,462200,461700,500,44,16,4,0,8,4,11,1,3380,20,0,0,20,90,80,0,500,180,220,80,130,1630,880,80,90,1000,250,0,0,TRUE,TRUE
49-1000,49-0000,49-1000,49-1000,"Installation, Maintainance and Repair Occupations","          Supervisors of installation and maintenance workers",FALSE,TRUE,TRUE,TRUE,32.08,30.55,66730,63540,462200,461700,500,44,16,4,0,8,4,11,1,3380,20,0,0,20,90,80,0,500,180,220,80,130,1630,880,80,90,1000,250,0,0,FALSE,FALSE
49-9092,49-0000,49-9000,49-9090,"Installation, Maintainance and Repair Occupations",                    Commercial divers,FALSE,FALSE,FALSE,FALSE,25.96,23.6,53990,49090,4100,3400,700,9,0,0,0,0,9,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE
47-5041,47-0000,47-5000,47-5040,Construction and Extraction Occupations,                    Continuous mining machine operators,FALSE,FALSE,FALSE,FALSE,25.31,24.92,52650,51840,12300,11600,700,3,0,0,0,0,0,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,20,0,0,0,TRUE,TRUE
53-1000,53-0000,53-1000,53-1000,Transportation and Material Moving Occupations,"          Supervisors, transportation and material moving workers",FALSE,TRUE,TRUE,TRUE,26.52,25.12,55160,52250,396200,395500,700,27,8,8,0,6,0,4,1,2870,0,0,0,0,270,100,0,780,260,350,100,100,810,510,200,80,870,290,70,20,FALSE,FALSE
47-5070,47-0000,47-5000,47-5070,Construction and Extraction Occupations,"               Roustabouts, oil and gas",FALSE,FALSE,FALSE,TRUE,19.46,17.95,40480,37340,50000,49100,900,8,0,4,0,0,0,3,1,170,0,0,0,0,0,0,0,0,0,0,0,0,130,60,0,50,30,0,0,0,FALSE,TRUE
47-5071,47-0000,47-5000,47-5070,Construction and Extraction Occupations,"                    Roustabouts, oil and gas",FALSE,FALSE,FALSE,FALSE,19.46,17.95,40480,37340,50000,49100,900,8,0,4,0,0,0,3,1,170,0,0,0,0,0,0,0,0,0,0,0,0,130,60,0,50,30,0,0,0,TRUE,TRUE
49-3010,49-0000,49-3000,49-3010,"Installation, Maintainance and Repair Occupations",               Aircraft mechanics and service technicians,FALSE,FALSE,FALSE,TRUE,29.42,28.93,61190,60170,132000,131100,900,4,0,2,0,0,0,0,2,1920,0,0,0,0,0,0,0,480,120,250,110,0,560,270,230,40,840,280,80,0,FALSE,TRUE
49-3011,49-0000,49-3000,49-3010,"Installation, Maintainance and Repair Occupations",                    Aircraft mechanics and service technicians,FALSE,FALSE,FALSE,FALSE,29.42,28.93,61190,60170,132000,131100,900,4,0,2,0,0,0,0,2,1920,0,0,0,0,0,0,0,480,120,250,110,0,560,270,230,40,840,280,80,0,TRUE,TRUE
51-2022,51-0000,51-2000,51-2020,Production Occupations,                    Electrical and electronic equipment assemblers,FALSE,FALSE,FALSE,FALSE,16.2,15.06,33700,31310,218900,218000,1000,1,0,0,0,0,0,0,1,780,0,0,0,0,0,0,0,190,40,140,0,20,180,90,20,60,380,30,130,0,TRUE,TRUE
53-7050,53-0000,53-7000,53-7050,Transportation and Material Moving Occupations,               Industrial truck and tractor operators,FALSE,FALSE,FALSE,TRUE,16.47,15.61,34260,32460,549900,548800,1000,37,1,17,0,3,1,15,0,5170,50,0,0,50,730,40,0,790,150,410,190,110,1740,1070,280,210,1740,570,50,0,FALSE,TRUE
53-7051,53-0000,53-7000,53-7050,Transportation and Material Moving Occupations,                    Industrial truck and tractor operators,FALSE,FALSE,FALSE,FALSE,16.47,15.61,34260,32460,549900,548800,1000,37,1,17,0,3,1,15,0,5170,50,0,0,50,730,40,0,790,150,410,190,110,1740,1070,280,210,1740,570,50,0,TRUE,TRUE
47-5040,47-0000,47-5000,47-5040,Construction and Extraction Occupations,               Mining machine operators,FALSE,FALSE,FALSE,TRUE,24.91,24.75,51800,51480,20600,19500,1100,6,0,0,0,0,0,5,1,360,0,0,0,0,0,0,0,50,20,30,0,0,160,70,50,30,120,40,0,0,FALSE,TRUE
51-3022,51-0000,51-3000,51-3020,Production Occupations,"                    Meat, poultry, and fish cutters and trimmers",FALSE,FALSE,FALSE,FALSE,12.27,11.77,25510,24490,156400,155300,1100,7,3,3,0,0,0,0,1,1700,20,0,0,0,30,0,0,260,40,190,20,100,640,410,90,120,630,130,290,0,TRUE,TRUE
51-9110,51-0000,51-9000,51-9110,Production Occupations,               Packaging and filling machine operators and tenders,FALSE,FALSE,FALSE,TRUE,14.86,13.6,30910,28290,383000,381900,1100,3,0,0,0,0,0,0,3,2660,20,0,0,0,40,0,0,550,40,430,70,90,1050,370,170,460,890,290,140,20,FALSE,TRUE
51-9111,51-0000,51-9000,51-9110,Production Occupations,                    Packaging and filling machine operators and tenders,FALSE,FALSE,FALSE,FALSE,14.86,13.6,30910,28290,383000,381900,1100,3,0,0,0,0,0,0,3,2660,20,0,0,0,40,0,0,550,40,430,70,90,1050,370,170,460,890,290,140,20,TRUE,TRUE
49-3041,49-0000,49-3000,49-3040,"Installation, Maintainance and Repair Occupations",                    Farm equipment mechanics and service technicians,FALSE,FALSE,FALSE,FALSE,18.9,18.18,39310,37820,42500,41300,1200,10,0,3,0,0,0,7,0,730,0,0,0,0,0,0,0,100,0,80,0,0,390,280,70,30,230,60,20,0,TRUE,TRUE
49-9010,49-0000,49-9000,49-9010,"Installation, Maintainance and Repair Occupations",               Control and valve installers and repairers,FALSE,FALSE,FALSE,TRUE,24.72,23.07,51410,47980,67300,66000,1200,4,0,0,0,0,0,0,4,960,0,0,0,0,170,170,0,230,160,20,30,20,350,310,20,0,190,100,0,0,FALSE,TRUE
51-2020,51-0000,51-2000,51-2020,Production Occupations,"               Electrical, electronics, and electromechanical assemblers",FALSE,FALSE,FALSE,TRUE,16.38,15.26,34060,31730,278700,277500,1200,1,0,0,0,0,0,0,1,980,0,0,0,0,0,0,0,200,40,150,0,30,290,150,60,70,460,50,130,0,FALSE,TRUE
51-5110,51-0000,51-5000,51-5110,Production Occupations,               Printing workers,FALSE,FALSE,FALSE,TRUE,17.79,16.88,37010,35120,34600,33200,1300,5,0,0,0,0,0,0,5,1850,0,0,0,0,0,0,0,380,30,300,50,50,700,200,100,410,690,210,70,0,FALSE,TRUE
53-5021,53-0000,53-5000,53-5020,Transportation and Material Moving Occupations,"                    Captains, mates, and pilots of water vessels",FALSE,FALSE,FALSE,FALSE,39.19,34.94,81520,72680,38800,37500,1300,4,0,3,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,TRUE,TRUE
53-2012,53-0000,53-2000,53-2010,Transportation and Material Moving Occupations,                    Commercial pilots,FALSE,FALSE,FALSE,FALSE,,,86260,77200,40800,39400,1300,70,0,70,0,0,0,0,0,200,0,0,0,0,40,20,0,40,0,30,0,30,0,0,0,0,90,0,0,0,TRUE,TRUE
53-7020,53-0000,53-7000,53-7020,Transportation and Material Moving Occupations,               Crane and tower operators,FALSE,FALSE,FALSE,TRUE,26.58,25.08,55280,52170,46000,44700,1300,16,0,2,0,0,0,11,3,380,0,0,0,0,20,0,0,100,20,30,0,50,150,100,0,40,50,0,0,0,FALSE,TRUE
53-7021,53-0000,53-7000,53-7020,Transportation and Material Moving Occupations,                    Crane and tower operators,FALSE,FALSE,FALSE,FALSE,26.58,25.08,55280,52170,46000,44700,1300,16,0,2,0,0,0,11,3,380,0,0,0,0,20,0,0,100,20,30,0,50,150,100,0,40,50,0,0,0,TRUE,TRUE
53-2010,53-0000,53-2000,53-2010,Transportation and Material Moving Occupations,               Aircraft pilots and flight engineers,FALSE,FALSE,FALSE,TRUE,,,131250,105720,124800,123400,1300,75,0,75,0,0,0,0,0,470,0,0,0,0,60,30,0,130,20,70,40,70,40,0,30,0,170,30,0,0,FALSE,TRUE
53-5020,53-0000,53-5000,53-5020,Transportation and Material Moving Occupations,               Ship and boat captains and operators,FALSE,FALSE,FALSE,TRUE,37.68,33.48,78380,69650,42400,41000,1400,4,0,3,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,FALSE,TRUE
51-9032,51-0000,51-9000,51-9030,Production Occupations,"                    Cutting and slicing machine setters, operators, and tenders",FALSE,FALSE,FALSE,FALSE,16.35,15.8,34000,32870,63600,62200,1400,1,0,0,1,0,0,0,0,450,0,0,0,0,0,0,0,50,0,50,0,0,210,60,60,80,160,70,20,0,TRUE,TRUE
53-5000,53-0000,53-5000,53-5000,Transportation and Material Moving Occupations,          Water transportation workers,FALSE,TRUE,TRUE,TRUE,31.32,26.38,65140,54870,86300,84900,1400,22,5,14,0,0,0,0,3,560,0,0,0,0,40,0,0,110,50,40,20,20,220,140,20,50,170,30,0,0,FALSE,FALSE
53-2000,53-0000,53-2000,53-2000,Transportation and Material Moving Occupations,          Air transportation workers,FALSE,TRUE,TRUE,TRUE,,,93560,71510,275300,273900,1400,75,0,75,0,0,0,0,0,5020,70,30,0,40,770,40,0,1040,80,670,180,310,700,230,260,110,2120,440,70,0,FALSE,FALSE
53-7110,53-0000,53-7000,53-7110,Transportation and Material Moving Occupations,               Mine shuttle car operators,FALSE,FALSE,FALSE,TRUE,27.1,27.14,56370,56450,1500,1400,1500,1,0,1,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,30,0,20,0,20,0,0,0,FALSE,TRUE
53-7111,53-0000,53-7000,53-7110,Transportation and Material Moving Occupations,                    Mine shuttle car operators,FALSE,FALSE,FALSE,FALSE,27.1,27.14,56370,56450,1500,1400,1500,1,0,1,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,30,0,20,0,20,0,0,0,TRUE,TRUE
47-5020,47-0000,47-5000,47-5020,Construction and Extraction Occupations,"               Earth drillers, except oil and gas",FALSE,FALSE,FALSE,TRUE,24.64,21.33,51240,44360,19600,18000,1600,4,0,0,0,0,0,0,4,100,0,0,0,0,0,0,0,20,0,20,0,0,30,0,0,0,50,0,0,0,FALSE,TRUE
47-5021,47-0000,47-5000,47-5020,Construction and Extraction Occupations,"                    Earth drillers, except oil and gas",FALSE,FALSE,FALSE,FALSE,24.64,21.33,51240,44360,19600,18000,1600,4,0,0,0,0,0,0,4,100,0,0,0,0,0,0,0,20,0,20,0,0,30,0,0,0,50,0,0,0,TRUE,TRUE
53-3021,53-0000,53-3000,53-3020,Transportation and Material Moving Occupations,"                    Bus drivers, transit and intercity",FALSE,FALSE,FALSE,FALSE,20.09,19.13,41780,39790,179300,177700,1600,11,0,8,0,0,0,0,3,2560,100,90,0,0,820,600,0,670,110,460,90,60,260,70,70,20,640,130,20,0,TRUE,TRUE
51-9030,51-0000,51-9000,51-9030,Production Occupations,               Cutting workers,FALSE,FALSE,FALSE,TRUE,15.95,15.28,33170,31780,78300,76600,1700,1,0,0,1,0,0,0,0,470,0,0,0,0,0,0,0,60,0,50,0,0,220,70,70,80,160,70,20,0,FALSE,TRUE
49-3093,49-0000,49-3000,49-3090,"Installation, Maintainance and Repair Occupations",                    Tire repairers and changers,FALSE,FALSE,FALSE,FALSE,13.05,12.04,27150,25040,111700,109700,2000,3,0,1,1,0,0,0,1,1810,0,0,0,0,30,30,60,300,40,150,70,30,680,440,120,90,710,380,0,0,TRUE,TRUE
49-9051,49-0000,49-9000,49-9050,"Installation, Maintainance and Repair Occupations",                    Electrical power-line installers and repairers,FALSE,FALSE,FALSE,FALSE,32.29,32.7,67160,68010,120900,118900,2000,21,0,7,0,3,9,1,1,1330,0,0,0,0,70,50,0,400,150,150,100,150,200,130,30,30,490,50,30,0,TRUE,TRUE
51-4030,51-0000,51-4000,51-4030,Production Occupations,"               Machine tool cutting setters, operators, and tenders, metal and plastic",FALSE,FALSE,FALSE,TRUE,17.05,16.16,35470,33620,332400,330100,2200,7,0,0,0,0,0,7,0,3940,0,0,0,0,20,0,0,510,80,350,80,100,1950,890,260,660,1350,420,250,0,FALSE,TRUE
53-6000,53-0000,53-6000,53-6000,Transportation and Material Moving Occupations,          Other transportation workers,FALSE,TRUE,TRUE,TRUE,14.53,11.33,30230,23560,356500,354400,2200,11,3,8,0,0,0,0,0,2120,90,60,0,20,300,200,0,550,50,350,130,90,400,280,90,30,670,130,30,0,FALSE,FALSE
49-3052,49-0000,49-3000,49-3050,"Installation, Maintainance and Repair Occupations",                    Motorcycle mechanics,FALSE,FALSE,FALSE,FALSE,17.81,16.69,37040,34720,18300,16100,2300,3,0,0,0,0,0,0,3,130,0,0,0,0,70,50,0,0,0,0,0,0,0,0,0,0,40,0,0,0,TRUE,TRUE
49-3090,49-0000,49-3000,49-3090,"Installation, Maintainance and Repair Occupations","               Miscellaneous vehicle mechanics, installers, and repairers",FALSE,FALSE,FALSE,TRUE,13.64,12.57,28360,26140,138000,135500,2500,4,0,1,1,0,0,0,2,2340,0,0,0,0,30,30,60,370,90,170,70,30,710,440,140,90,1130,390,0,0,FALSE,TRUE
49-9091,49-0000,49-9000,49-9090,"Installation, Maintainance and Repair Occupations","                    Coin, vending, and amusement machine servicers and repairers",FALSE,FALSE,FALSE,FALSE,16.76,15.9,34860,33070,36600,34100,2600,3,0,0,0,0,0,0,3,170,0,0,0,0,0,0,0,30,0,0,0,0,60,30,20,0,70,0,0,0,TRUE,TRUE
51-3020,51-0000,51-3000,51-3020,Production Occupations,"               Butchers and other meat, poultry, and fish processing workers",FALSE,FALSE,FALSE,TRUE,13.53,12.7,28140,26410,374600,372000,2600,9,3,3,0,0,0,0,3,5380,40,0,0,20,40,0,0,790,60,590,120,150,2400,1410,630,260,1950,820,500,0,FALSE,TRUE
51-9060,51-0000,51-9000,51-9060,Production Occupations,"               Inspectors, testers, sorters, samplers, and weighers",FALSE,FALSE,FALSE,TRUE,19.4,17.68,40340,36780,520700,517900,2800,9,0,3,0,0,1,0,5,3750,70,30,40,0,150,100,0,1170,150,850,160,140,910,460,200,120,1300,380,300,0,FALSE,TRUE
51-9061,51-0000,51-9000,51-9060,Production Occupations,"                    Inspectors, testers, sorters, samplers, and weighers",FALSE,FALSE,FALSE,FALSE,19.4,17.68,40340,36780,520700,517900,2800,9,0,3,0,0,1,0,5,3750,70,30,40,0,150,100,0,1170,150,850,160,140,910,460,200,120,1300,380,300,0,TRUE,TRUE
51-9122,51-0000,51-9000,51-9120,Production Occupations,"                    Painters, transportation equipment",FALSE,FALSE,FALSE,FALSE,22.25,20.27,46270,42150,58100,55200,2900,5,0,0,0,0,3,0,2,300,0,0,0,0,0,0,0,70,20,0,50,0,90,40,50,0,130,20,20,0,TRUE,TRUE
53-7032,53-0000,53-7000,53-7030,Transportation and Material Moving Occupations,                    Excavating and loading machine and dragline operators,FALSE,FALSE,FALSE,FALSE,21.74,19.72,45230,41030,50600,47600,3000,20,0,15,0,0,0,5,0,240,0,0,0,0,0,0,0,50,30,0,0,0,130,110,0,0,50,0,0,0,TRUE,TRUE
53-7030,53-0000,53-7000,53-7030,Transportation and Material Moving Occupations,"               Dredge, excavating, and loading machine operators",FALSE,FALSE,FALSE,TRUE,21.91,20,45560,41600,55100,51800,3200,20,0,15,0,0,0,5,0,350,0,0,0,0,0,0,0,50,30,0,0,0,160,130,20,0,130,0,0,0,FALSE,TRUE
51-7041,51-0000,51-7000,51-7040,Production Occupations,"                    Sawing machine setters, operators, and tenders, wood",FALSE,FALSE,FALSE,FALSE,14.41,13.65,29960,28380,54800,51400,3400,5,0,0,0,0,0,4,1,1200,0,0,0,0,30,0,0,350,30,310,0,0,660,330,140,160,140,50,0,0,TRUE,TRUE
51-9195,51-0000,51-9000,51-9190,Production Occupations,"                    Molders, shapers, and casters, except metal and plastic",FALSE,FALSE,FALSE,FALSE,15.67,14.72,32590,30610,43000,39400,3600,3,0,0,0,0,0,0,3,230,0,0,0,0,0,0,0,30,0,20,0,0,130,110,0,0,60,40,0,0,TRUE,TRUE
49-3042,49-0000,49-3000,49-3040,"Installation, Maintainance and Repair Occupations","                    Mobile heavy equipment mechanics, except engines",FALSE,FALSE,FALSE,FALSE,24.43,23.73,50810,49370,127400,123800,3600,27,3,11,0,1,0,11,1,1490,0,0,0,0,0,0,0,430,50,340,0,100,550,410,30,70,410,120,20,0,TRUE,TRUE
49-2098,49-0000,49-2000,49-2090,"Installation, Maintainance and Repair Occupations",                    Security and fire alarm systems installers,FALSE,FALSE,FALSE,FALSE,21.95,21.31,45660,44330,72300,68600,3700,3,0,0,0,0,0,0,3,430,0,0,0,0,60,60,0,120,80,20,30,0,50,30,0,0,180,0,0,0,TRUE,TRUE
47-5000,47-0000,47-5000,47-5000,Construction and Extraction Occupations,          Extraction workers,FALSE,TRUE,TRUE,TRUE,23.17,21.34,48190,44390,194400,190700,3700,41,0,10,3,0,5,20,3,1750,0,0,0,0,0,0,0,250,100,140,0,80,860,380,150,330,530,200,40,20,FALSE,FALSE
51-7040,51-0000,51-7000,51-7040,Production Occupations,"               Woodworking machine setters, operators, and tenders",FALSE,FALSE,FALSE,TRUE,14.37,13.69,29900,28460,131900,127900,4000,7,0,0,0,0,0,6,1,1770,0,0,0,0,40,0,0,440,40,370,20,20,990,480,190,290,260,110,20,0,FALSE,TRUE
47-5099,47-0000,47-5000,47-5090,Construction and Extraction Occupations,               Miscellaneous extraction workers,FALSE,FALSE,FALSE,FALSE,24.6,23.44,51170,48750,4200,3100,4200,12,0,3,0,0,0,7,2,640,0,0,0,0,0,0,0,90,30,60,0,50,290,140,60,80,210,90,0,0,TRUE,TRUE
53-4013,53-0000,53-4000,53-4010,Transportation and Material Moving Occupations,"                    Rail yard engineers, dinkey operators, and hostlers",FALSE,FALSE,FALSE,FALSE,25.15,24.27,52320,50470,4400,100,4400,1,0,0,0,0,0,0,1,50,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE
53-3022,53-0000,53-3000,53-3020,Transportation and Material Moving Occupations,"                    Bus drivers, school or special client",FALSE,FALSE,FALSE,FALSE,14.96,14.5,31110,30150,507900,503200,4700,10,0,9,0,0,0,0,1,3210,130,110,0,0,1230,1170,0,870,170,580,120,50,220,70,70,50,690,100,30,0,TRUE,TRUE
51-7020,51-0000,51-7000,51-7020,Production Occupations,               Furniture finishers,FALSE,FALSE,FALSE,TRUE,15.54,14.69,32330,30550,22400,17400,5000,3,0,1,0,0,0,0,2,190,0,0,0,0,0,0,0,0,0,0,0,0,90,60,0,0,60,40,0,0,FALSE,TRUE
51-7021,51-0000,51-7000,51-7020,Production Occupations,                    Furniture finishers,FALSE,FALSE,FALSE,FALSE,15.54,14.69,32330,30550,22400,17400,5000,3,0,1,0,0,0,0,2,190,0,0,0,0,0,0,0,0,0,0,0,0,90,60,0,0,60,40,0,0,TRUE,TRUE
49-9052,49-0000,49-9000,49-9050,"Installation, Maintainance and Repair Occupations",                    Telecommunications line installers and repairers,FALSE,FALSE,FALSE,FALSE,26.3,25.28,54700,52590,106100,101100,5000,21,0,9,0,6,4,0,2,2450,20,0,0,20,230,200,0,760,190,380,160,30,320,130,150,0,1080,210,100,20,TRUE,TRUE
49-3040,49-0000,49-3000,49-3040,"Installation, Maintainance and Repair Occupations",               Heavy vehicle service technicians and mechanics,FALSE,FALSE,FALSE,TRUE,23.52,22.93,48920,47690,192100,186700,5400,38,4,14,0,1,0,18,1,2580,0,0,0,0,20,0,0,620,80,440,40,120,1070,760,130,130,730,190,50,20,FALSE,TRUE
49-2022,49-0000,49-2000,49-2020,"Installation, Maintainance and Repair Occupations","                    Telecommunications equipment installers and repairers, except line installers",FALSE,FALSE,FALSE,FALSE,26.21,25.79,54520,53640,237600,232200,5400,5,0,0,0,0,0,0,5,3950,160,0,0,150,340,320,0,1080,270,530,240,60,480,200,170,40,1790,360,30,30,TRUE,TRUE
51-3090,51-0000,51-3000,51-3090,Production Occupations,               Miscellaneous food processing workers,FALSE,FALSE,FALSE,TRUE,14.17,13.04,29470,27110,257400,252000,5400,3,0,0,0,0,0,0,3,2240,0,0,0,0,20,0,0,540,80,380,70,180,670,270,120,270,820,230,180,0,FALSE,TRUE
49-2020,49-0000,49-2000,49-2020,"Installation, Maintainance and Repair Occupations",               Radio and telecommunications equipment installers and repairers,FALSE,FALSE,FALSE,TRUE,26.18,25.74,54460,53540,252100,246400,5700,12,0,5,0,4,0,0,3,4050,160,0,0,150,400,380,0,1110,280,550,240,60,490,210,170,40,1800,360,30,30,FALSE,TRUE
49-2097,49-0000,49-2000,49-2090,"Installation, Maintainance and Repair Occupations",                    Electronic home entertainment equipment installers and repairers,FALSE,FALSE,FALSE,FALSE,18.91,17.99,39340,37410,31700,25500,6300,4,0,3,0,0,0,0,1,1640,40,30,0,0,190,130,0,500,170,250,90,150,100,60,30,0,660,100,0,0,TRUE,TRUE
53-3020,53-0000,53-3000,53-3020,Transportation and Material Moving Occupations,               Bus drivers,FALSE,FALSE,FALSE,TRUE,16.23,15.35,33760,31920,687200,680900,6300,21,0,17,0,0,0,0,4,5760,230,200,20,0,2060,1770,0,1540,280,1040,210,110,480,150,140,70,1330,230,50,20,FALSE,TRUE
51-4040,51-0000,51-4000,51-4040,Production Occupations,               Machinists,FALSE,FALSE,FALSE,TRUE,20.78,20.05,43220,41700,396200,389600,6500,6,0,0,1,0,0,3,2,2880,0,0,0,0,0,0,0,370,60,220,60,60,1360,600,380,290,1070,400,90,0,FALSE,TRUE
51-4041,51-0000,51-4000,51-4040,Production Occupations,                    Machinists,FALSE,FALSE,FALSE,FALSE,20.78,20.05,43220,41700,396200,389600,6500,6,0,0,1,0,0,3,2,2880,0,0,0,0,0,0,0,370,60,220,60,60,1360,600,380,290,1070,400,90,0,TRUE,TRUE
49-9050,49-0000,49-9000,49-9050,"Installation, Maintainance and Repair Occupations",               Line installers and repairers,FALSE,FALSE,FALSE,TRUE,29.54,30.12,61430,62650,227000,220000,7000,42,3,16,0,9,13,1,0,3770,30,0,0,30,290,260,0,1160,340,530,270,180,520,260,180,40,1570,260,120,20,FALSE,TRUE
49-9041,49-0000,49-9000,49-9040,"Installation, Maintainance and Repair Occupations",                    Industrial machinery mechanics,FALSE,FALSE,FALSE,FALSE,24.95,24.06,51890,50040,346900,339400,7500,22,0,6,0,5,0,9,2,2930,40,0,0,40,40,20,0,480,190,210,60,180,1280,690,130,350,910,240,30,0,TRUE,TRUE
53-1010,53-0000,53-1000,53-1010,Transportation and Material Moving Occupations,               Aircraft cargo handling supervisors,FALSE,FALSE,FALSE,TRUE,24.95,22.77,51900,47360,7600,100,7600,2,1,0,0,1,0,0,0,130,0,0,0,0,0,0,0,20,0,0,0,0,30,30,0,0,80,20,0,0,FALSE,TRUE
53-1011,53-0000,53-1000,53-1010,Transportation and Material Moving Occupations,                    Aircraft cargo handling supervisors,FALSE,FALSE,FALSE,FALSE,24.95,22.77,51900,47360,7600,100,7600,2,1,0,0,1,0,0,0,130,0,0,0,0,0,0,0,20,0,0,0,0,30,30,0,0,80,20,0,0,TRUE,TRUE
49-9040,49-0000,49-9000,49-9040,"Installation, Maintainance and Repair Occupations","               Industrial machinery installation, repair, and maintenance workers",FALSE,FALSE,FALSE,TRUE,24.48,23.6,50910,49080,477700,469800,7900,45,3,11,0,7,3,20,1,4080,40,0,0,40,40,20,0,660,240,320,80,250,1820,960,180,540,1270,310,50,0,FALSE,TRUE
51-9120,51-0000,51-9000,51-9120,Production Occupations,               Painting workers,FALSE,FALSE,FALSE,TRUE,18.45,16.97,38370,35300,164200,156000,8200,7,0,0,0,0,4,0,3,1510,0,0,0,0,0,0,0,210,40,90,70,200,420,220,110,80,650,160,200,0,FALSE,TRUE
51-4052,51-0000,51-4000,51-4050,Production Occupations,"                    Pourers and casters, metal",FALSE,FALSE,FALSE,FALSE,17.93,17.39,37300,36180,8400,8400,8400,1,0,0,0,0,0,0,1,170,0,0,0,0,0,0,0,20,0,0,0,70,40,20,0,20,40,0,0,0,TRUE,TRUE
51-6093,51-0000,51-6000,51-6090,Production Occupations,                    Upholsterers,FALSE,FALSE,FALSE,FALSE,16.65,15.89,34640,33050,41600,32600,9000,1,0,0,0,0,0,0,1,320,0,0,0,0,0,0,0,30,0,20,0,0,90,70,20,0,190,50,40,0,TRUE,TRUE
51-5112,51-0000,51-5000,51-5110,Production Occupations,                    Printing press operators,FALSE,FALSE,FALSE,FALSE,18.01,17.08,37460,35530,178700,169600,9200,4,0,0,0,0,0,0,4,1190,0,0,0,0,0,0,0,200,30,140,30,40,480,150,80,240,470,130,40,0,TRUE,TRUE
51-3010,51-0000,51-3000,51-3010,Production Occupations,               Bakers,FALSE,FALSE,FALSE,TRUE,13.04,12.06,27110,25090,191000,181600,9400,3,0,0,0,0,0,0,3,1210,0,0,0,0,20,0,0,270,20,210,30,40,400,230,50,110,450,100,140,0,FALSE,TRUE
51-3011,51-0000,51-3000,51-3010,Production Occupations,                    Bakers,FALSE,FALSE,FALSE,FALSE,13.04,12.06,27110,25090,191000,181600,9400,3,0,0,0,0,0,0,3,1210,0,0,0,0,20,0,0,270,20,210,30,40,400,230,50,110,450,100,140,0,TRUE,TRUE
51-1010,51-0000,51-1000,51-1010,Production Occupations,               Supervisors of production and operating workers,FALSE,FALSE,FALSE,TRUE,29.54,27.78,61450,57780,621400,612000,9400,31,10,5,0,4,5,6,1,3180,0,0,0,0,80,40,20,730,170,450,100,190,1200,500,450,190,940,270,120,0,FALSE,TRUE
51-1011,51-0000,51-1000,51-1010,Production Occupations,                    Supervisors of production and operating workers,FALSE,FALSE,FALSE,FALSE,29.54,27.78,61450,57780,621400,612000,9400,31,10,5,0,4,5,6,1,3180,0,0,0,0,80,40,20,730,170,450,100,190,1200,500,450,190,940,270,120,0,TRUE,TRUE
